true_label,prediction,count
verify_top_up,card_acceptance,2
age_limit,edit_personal_details,2
wrong_amount_of_cash_received,card_not_working,2
exchange_charge,receiving_money,2
apple_pay_or_google_pay,exchange_rate,2
wrong_exchange_rate_for_cash_withdrawal,transfer_fee_charged,2
Refund_not_showing_up,card_payment_wrong_exchange_rate,1
activate_my_card,card_about_to_expire,1
activate_my_card,compromised_card,1
automatic_top_up,activate_my_card,1
automatic_top_up,cash_withdrawal_not_recognised,1
automatic_top_up,pending_transfer,1
visa_or_mastercard,exchange_rate,1
visa_or_mastercard,lost_or_stolen_phone,1
visa_or_mastercard,request_refund,1
visa_or_mastercard,why_verify_identity,1
why_verify_identity,edit_personal_details,1
virtual_card_not_working,getting_virtual_card,1
virtual_card_not_working,lost_or_stolen_card,1
visa_or_mastercard,declined_card_payment,1
verify_source_of_funds,fiat_currency_support,1
balance_not_updated_after_bank_transfer,card_payment_wrong_exchange_rate,1
balance_not_updated_after_bank_transfer,card_swallowed,1
balance_not_updated_after_bank_transfer,edit_personal_details,1
balance_not_updated_after_bank_transfer,transaction_charged_twice,1
extra_charge_on_statement,card_payment_wrong_exchange_rate,1
extra_charge_on_statement,fiat_currency_support,1
extra_charge_on_statement,pending_transfer,1
extra_charge_on_statement,receiving_money,1
extra_charge_on_statement,top_up_reverted,1
failed_transfer,activate_my_card,1
failed_transfer,card_not_working,1
failed_transfer,card_swallowed,1
failed_transfer,cash_withdrawal_not_recognised,1
failed_transfer,exchange_via_app,1
failed_transfer,pending_transfer,1
failed_transfer,transfer_fee_charged,1
exchange_charge,exchange_via_app,1
exchange_charge,supported_cards_and_currencies,1
exchange_charge,transfer_fee_charged,1
apple_pay_or_google_pay,exchange_via_app,1
exchange_rate,card_linking,1
exchange_rate,card_swallowed,1
exchange_rate,exchange_charge,1
exchange_via_app,edit_personal_details,1
exchange_via_app,exchange_charge,1
exchange_via_app,supported_cards_and_currencies,1
disposable_card_limits,card_not_working,1
disposable_card_limits,compromised_card,1
disposable_card_limits,edit_personal_details,1
disposable_card_limits,extra_charge_on_statement,1
disposable_card_limits,get_disposable_virtual_card,1
get_disposable_virtual_card,card_about_to_expire,1
get_disposable_virtual_card,card_acceptance,1
get_disposable_virtual_card,card_payment_not_recognised,1
get_disposable_virtual_card,compromised_card,1
get_disposable_virtual_card,edit_personal_details,1
disposable_card_limits,getting_virtual_card,1
disposable_card_limits,order_physical_card,1
disposable_card_limits,receiving_money,1
disposable_card_limits,transaction_charged_twice,1
edit_personal_details,balance_not_updated_after_bank_transfer,1
edit_personal_details,country_support,1
edit_personal_details,transfer_into_account,1
direct_debit_payment_not_recognised,compromised_card,1
direct_debit_payment_not_recognised,exchange_via_app,1
direct_debit_payment_not_recognised,pending_card_payment,1
get_physical_card,exchange_via_app,1
get_physical_card,passcode_forgotten,1
failed_transfer,unable_to_verify_identity,1
fiat_currency_support,card_acceptance,1
fiat_currency_support,pending_card_payment,1
fiat_currency_support,supported_cards_and_currencies,1
lost_or_stolen_card,lost_or_stolen_phone,1
lost_or_stolen_card,passcode_forgotten,1
lost_or_stolen_card,verify_my_identity,1
lost_or_stolen_card,wrong_amount_of_cash_received,1
lost_or_stolen_phone,activate_my_card,1
lost_or_stolen_phone,edit_personal_details,1
lost_or_stolen_phone,order_physical_card,1
getting_spare_card,card_payment_not_recognised,1
getting_spare_card,disposable_card_limits,1
getting_virtual_card,card_acceptance,1
getting_virtual_card,card_linking,1
getting_virtual_card,pending_card_payment,1
getting_virtual_card,why_verify_identity,1
lost_or_stolen_card,activate_my_card,1
lost_or_stolen_card,cancel_transfer,1
get_disposable_virtual_card,passcode_forgotten,1
order_physical_card,get_physical_card,1
passcode_forgotten,activate_my_card,1
passcode_forgotten,card_not_working,1
lost_or_stolen_card,card_payment_fee_charged,1
lost_or_stolen_card,declined_card_payment,1
